timestamp, power.draw [W]
2025/05/07 17:53:18.247, 36.83 W
2025/05/07 17:53:18.257, 36.83 W
2025/05/07 17:53:18.267, 36.83 W
2025/05/07 17:53:18.277, 36.83 W
2025/05/07 17:53:18.287, 36.83 W
2025/05/07 17:53:18.297, 36.83 W
2025/05/07 17:53:18.307, 36.83 W
2025/05/07 17:53:18.317, 36.83 W
2025/05/07 17:53:18.327, 36.80 W
2025/05/07 17:53:18.337, 36.80 W
2025/05/07 17:53:18.348, 36.80 W
2025/05/07 17:53:18.358, 36.80 W
2025/05/07 17:53:18.368, 36.80 W
2025/05/07 17:53:18.378, 36.80 W
2025/05/07 17:53:18.388, 36.80 W
2025/05/07 17:53:18.398, 36.80 W
2025/05/07 17:53:18.408, 36.80 W
2025/05/07 17:53:18.418, 36.81 W
2025/05/07 17:53:18.429, 36.81 W
2025/05/07 17:53:18.439, 36.81 W
2025/05/07 17:53:18.449, 36.81 W
2025/05/07 17:53:18.459, 36.81 W
2025/05/07 17:53:18.469, 36.81 W
2025/05/07 17:53:18.480, 36.81 W
2025/05/07 17:53:18.490, 36.81 W
2025/05/07 17:53:18.500, 36.81 W
2025/05/07 17:53:18.510, 36.81 W
2025/05/07 17:53:18.520, 36.81 W
2025/05/07 17:53:18.531, 36.78 W
2025/05/07 17:53:18.541, 36.78 W
2025/05/07 17:53:18.551, 36.78 W
2025/05/07 17:53:18.561, 36.78 W
2025/05/07 17:53:18.571, 36.78 W
2025/05/07 17:53:18.582, 36.78 W
2025/05/07 17:53:18.592, 36.78 W
2025/05/07 17:53:18.602, 36.78 W
2025/05/07 17:53:18.612, 36.78 W
2025/05/07 17:53:18.623, 36.78 W
2025/05/07 17:53:18.633, 34.85 W
2025/05/07 17:53:18.643, 34.85 W
2025/05/07 17:53:18.653, 34.85 W
2025/05/07 17:53:18.663, 34.85 W
2025/05/07 17:53:18.673, 34.85 W
2025/05/07 17:53:18.684, 34.85 W
2025/05/07 17:53:18.694, 34.85 W
2025/05/07 17:53:18.704, 34.85 W
2025/05/07 17:53:18.714, 34.85 W
2025/05/07 17:53:18.724, 32.67 W
2025/05/07 17:53:18.734, 32.67 W
2025/05/07 17:53:18.744, 32.67 W
2025/05/07 17:53:18.754, 32.67 W
2025/05/07 17:53:18.764, 32.67 W
2025/05/07 17:53:18.775, 32.67 W
2025/05/07 17:53:18.785, 32.67 W
2025/05/07 17:53:18.795, 32.67 W
2025/05/07 17:53:18.805, 32.67 W
2025/05/07 17:53:18.815, 32.67 W
2025/05/07 17:53:18.825, 30.51 W
2025/05/07 17:53:18.835, 30.51 W
2025/05/07 17:53:18.846, 30.51 W
2025/05/07 17:53:18.856, 30.51 W
2025/05/07 17:53:18.866, 30.51 W
2025/05/07 17:53:18.876, 30.51 W
2025/05/07 17:53:18.886, 30.51 W
2025/05/07 17:53:18.896, 30.51 W
2025/05/07 17:53:18.907, 30.51 W
2025/05/07 17:53:18.917, 30.51 W
2025/05/07 17:53:18.927, 28.37 W
2025/05/07 17:53:18.937, 28.37 W
2025/05/07 17:53:18.947, 28.37 W
2025/05/07 17:53:18.957, 28.37 W
2025/05/07 17:53:18.968, 28.37 W
2025/05/07 17:53:18.978, 28.37 W
2025/05/07 17:53:18.988, 28.37 W
2025/05/07 17:53:18.998, 28.37 W
2025/05/07 17:53:19.008, 28.37 W
2025/05/07 17:53:19.018, 28.37 W
2025/05/07 17:53:19.028, 26.23 W
2025/05/07 17:53:19.039, 26.23 W
2025/05/07 17:53:19.049, 26.23 W
2025/05/07 17:53:19.059, 26.23 W
